MySQL [jinbag_data]> select * from product_bloomingdales_price where product_vendor_id = 61262;
+--------+-------------------+----------+---------------+--------------+---------------------+---------------------+-------------+--------------+--------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------------------------------------+--------------+--------------+------------+-------------+
| id     | product_vendor_id | currency | product_price | product_sale | create_time         | update_time         | final_price | discount_ids | availability | image_url                                                                                                                                                                                | attribute_combination                        | sku_id       | upc          | product_id | category_id |
+--------+-------------------+----------+---------------+--------------+---------------------+---------------------+-------------+--------------+--------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------------------------------------+--------------+--------------+------------+-------------+
| 155245 |             61262 | USD      |      695.0000 |     695.0000 | 2018-03-21 12:01:31 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 5569,5702,3092,76,73,2477122,36934,1634046   | 808618955930 | 808618955930 |   10871138 |           3 |
| 177853 |             61262 | USD      |      695.0000 |     695.0000 | 2018-03-28 10:31:37 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 6638,5702,3092,76,73,2477122,36934,1634046   | 808618955947 | 808618955947 |   10871138 |           3 |
| 177854 |             61262 | USD      |      695.0000 |     695.0000 | 2018-03-28 10:31:37 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 57,5702,3092,76,73,2477122,36934,1634046     | 808618955954 | 808618955954 |   10871138 |           3 |
| 235470 |             61262 | $        |      695.0000 |     695.0000 | 2018-11-02 08:21:01 | 2019-02-08 11:15:30 |    695.0000 | NULL         |            2 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif?wid=300&qlt=100,0&layer=comp&op_sharpen=0&resMode=bilin&op_usm=0.7,1.0,0.5,0&fmt=jpeg&4msn=.jpg | 5702,52,3092,76,73,2477122,36934,1634046     | 808618955961 | 808618955961 |   10871138 |           3 |
| 235693 |             61262 | USD      |      695.0000 |     695.0000 | 2018-11-04 07:46:33 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 55,5702,3092,76,73,2477122,36934,1634046     | 808618955978 | 808618955978 |   10871138 |           3 |
| 235694 |             61262 | USD      |      695.0000 |     695.0000 | 2018-11-04 07:46:33 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 5702,3092,76,63,73,2477122,36934,1634046     | 808618956067 | 808618956067 |   10871138 |           3 |
| 235471 |             61262 | USD      |      695.0000 |     695.0000 | 2018-11-02 08:21:01 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 5702,3092,76,62,73,2477122,36934,1634046     | 808618956074 | 808618956074 |   10871138 |           3 |
| 234639 |             61262 | USD      |      695.0000 |     695.0000 | 2018-10-30 15:16:13 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 54,5702,3092,76,73,2477122,36934,1634046     | 808618956081 | 808618956081 |   10871138 |           3 |
| 344022 |             61262 | USD      |      695.0000 |     695.0000 | 2018-11-26 11:17:26 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 56,5702,3092,76,73,2477122,36934,1634046     | 808618956098 | 808618956098 |       NULL |        NULL |
| 234640 |             61262 | USD      |      695.0000 |     695.0000 | 2018-10-30 15:16:13 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 5702,6300,3092,76,73,2477122,36934,1634046   | 808618956104 | 808618956104 |   10871138 |           3 |
| 234642 |             61262 | USD      |      695.0000 |     695.0000 | 2018-10-30 15:16:13 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 5702,3092,76,73,5767,2477122,36934,1634046   | 808618956111 | 808618956111 |   10871138 |           3 |
| 234641 |             61262 | USD      |      695.0000 |     695.0000 | 2018-10-30 15:16:13 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 6508,5702,3092,76,73,2477122,36934,1634046   | 808618956128 | 808618956128 |   10871138 |           3 |
| 234643 |             61262 | USD      |      695.0000 |     695.0000 | 2018-10-30 15:16:13 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332986_fpx.tif                                                                                                 | 5702,3092,76,73,6529,2477122,36934,1634046   | 808618956135 | 808618956135 |   10871138 |           3 |
| 529010 |             61262 | USD      |      695.0000 |     695.0000 | 2018-12-31 03:53:27 | 2019-02-07 03:23:28 |        NULL | NULL         |            2 | https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/8332990_fpx.tif                                                                                                 | 5569,5702,3092,76,73,2477122,1634046,39649   | 808618962822 | 808618962822 |       NULL |        NULL |
| 529011 |             61262 | $        |      695.0000 |     695.0000 | 2018-12-31 03:53:27 | 2019-03-13 10:12:56 |    695.0000 | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/8332990_fpx.tif?wid=300&qlt=100,0&layer=comp&op_sharpen=0&resMode=bilin&op_usm=0.7,1.0,0.5,0&fmt=jpeg&4msn=.jpg | 6638,5702,3092,76,73,2477122,1634046,39649   | 808618963003 | 808618963003 |       NULL |        NULL |
| 529012 |             61262 | USD      |      695.0000 |     695.0000 | 2018-12-31 03:53:27 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/8332990_fpx.tif                                                                                                 | 57,5702,3092,76,73,2477122,1634046,39649     | 808618963607 | 808618963607 |       NULL |        NULL |
| 521095 |             61262 | USD      |      695.0000 |     695.0000 | 2018-12-17 11:47:11 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/8332990_fpx.tif                                                                                                 | 5702,52,3092,76,73,2477122,1634046,39649     | 808618963614 | 808618963614 |       NULL |        NULL |
| 529013 |             61262 | USD      |      695.0000 |     695.0000 | 2018-12-31 03:53:27 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/8332990_fpx.tif                                                                                                 | 55,5702,3092,76,73,2477122,1634046,39649     | 808618963652 | 808618963652 |       NULL |        NULL |
| 249245 |             61262 | USD      |      695.0000 |     695.0000 | 2018-11-14 10:07:58 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/8332990_fpx.tif                                                                                                 | 5702,3092,76,63,73,2477122,1634046,39649     | 808618963669 | 808618963669 |       NULL |        NULL |
| 323474 |             61262 | USD      |      695.0000 |     695.0000 | 2018-11-16 04:48:40 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/8332990_fpx.tif                                                                                                 | 5702,3092,76,62,73,2477122,1634046,39649     | 808618963676 | 808618963676 |       NULL |        NULL |
| 323473 |             61262 | USD      |      695.0000 |     695.0000 | 2018-11-16 04:48:40 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/8332990_fpx.tif                                                                                                 | 54,5702,3092,76,73,2477122,1634046,39649     | 808618963683 | 808618963683 |       NULL |        NULL |
| 249250 |             61262 | USD      |      695.0000 |     695.0000 | 2018-11-14 10:07:58 | 2019-02-07 03:23:28 |        NULL | NULL         |            1 | https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/8332990_fpx.tif                                                                                                 | 56,5702,3092,76,73,2477122,1634046,39649     | 808618963690 | 808618963690 |       NULL |        NULL |
